"SUID","Assembly","interaction","name","Regulator Gene","Regulatory function","selected","shared interaction","shared name","Strength","Target Gene"
"172196","hg19","regulates","MSX1 regulates ST8SIA3","MSX1","Metatargetome","false","regulates","MSX1 regulates ST8SIA3","28","ST8SIA3"
"172197","hg19","regulates","MSX1 regulates SEMA6A","MSX1","Metatargetome","false","regulates","MSX1 regulates SEMA6A","28","SEMA6A"
"172198","hg19","regulates","MSX1 regulates SALL3","MSX1","Metatargetome","false","regulates","MSX1 regulates SALL3","28","SALL3"
"172199","hg19","regulates","MSX1 regulates RTN4RL1","MSX1","Metatargetome","false","regulates","MSX1 regulates RTN4RL1","28","RTN4RL1"
"172200","hg19","regulates","MSX1 regulates RAPGEFL1","MSX1","Metatargetome","false","regulates","MSX1 regulates RAPGEFL1","28","RAPGEFL1"
"172201","hg19","regulates","MSX1 regulates PTPRN2","MSX1","Metatargetome","false","regulates","MSX1 regulates PTPRN2","28","PTPRN2"
"172202","hg19","regulates","MSX1 regulates PRKCE","MSX1","Metatargetome","false","regulates","MSX1 regulates PRKCE","28","PRKCE"
"172203","hg19","regulates","MSX1 regulates PHIP","MSX1","Metatargetome","false","regulates","MSX1 regulates PHIP","28","PHIP"
"172204","hg19","regulates","MSX1 regulates MYOD1","MSX1","Metatargetome","false","regulates","MSX1 regulates MYOD1","28","MYOD1"
"172205","hg19","regulates","MSX1 regulates MAB21L2","MSX1","Metatargetome","false","regulates","MSX1 regulates MAB21L2","28","MAB21L2"
"172206","hg19","regulates","MSX1 regulates HOXB6","MSX1","Metatargetome","false","regulates","MSX1 regulates HOXB6","28","HOXB6"
"172207","hg19","regulates","MSX1 regulates EFNA3","MSX1","Metatargetome","false","regulates","MSX1 regulates EFNA3","28","EFNA3"
"172208","hg19","regulates","MSX1 regulates CSMD3","MSX1","Metatargetome","false","regulates","MSX1 regulates CSMD3","28","CSMD3"
"172209","hg19","regulates","MSX1 regulates CNR1","MSX1","Metatargetome","false","regulates","MSX1 regulates CNR1","28","CNR1"
"172210","hg19","regulates","MSX1 regulates CACNG2","MSX1","Metatargetome","false","regulates","MSX1 regulates CACNG2","28","CACNG2"
"172211","hg19","regulates","MSX1 regulates ALDH1A3","MSX1","Metatargetome","false","regulates","MSX1 regulates ALDH1A3","28","ALDH1A3"
"172212","hg19","regulates","MSX1 regulates WNT3","MSX1","Metatargetome","false","regulates","MSX1 regulates WNT3","29","WNT3"
"172213","hg19","regulates","MSX1 regulates VLDLR","MSX1","Metatargetome","false","regulates","MSX1 regulates VLDLR","29","VLDLR"
"172214","hg19","regulates","MSX1 regulates VAX1","MSX1","Metatargetome","false","regulates","MSX1 regulates VAX1","29","VAX1"
"172215","hg19","regulates","MSX1 regulates PVRL2","MSX1","Metatargetome","false","regulates","MSX1 regulates PVRL2","29","PVRL2"
"172216","hg19","regulates","MSX1 regulates PURA","MSX1","Metatargetome","false","regulates","MSX1 regulates PURA","29","PURA"
"172217","hg19","regulates","MSX1 regulates PTPRD","MSX1","Metatargetome","false","regulates","MSX1 regulates PTPRD","29","PTPRD"
"172218","hg19","regulates","MSX1 regulates PTCH1","MSX1","Metatargetome","false","regulates","MSX1 regulates PTCH1","29","PTCH1"
"172219","hg19","regulates","MSX1 regulates PLXNA2","MSX1","Metatargetome","false","regulates","MSX1 regulates PLXNA2","29","PLXNA2"
"172220","hg19","regulates","MSX1 regulates PLCB3","MSX1","Metatargetome","false","regulates","MSX1 regulates PLCB3","29","PLCB3"
"172221","hg19","regulates","MSX1 regulates PIK3R1","MSX1","Metatargetome","false","regulates","MSX1 regulates PIK3R1","29","PIK3R1"
"172222","hg19","regulates","MSX1 regulates PIK3CA","MSX1","Metatargetome","false","regulates","MSX1 regulates PIK3CA","29","PIK3CA"
"172223","hg19","regulates","MSX1 regulates PARP1","MSX1","Metatargetome","false","regulates","MSX1 regulates PARP1","29","PARP1"
"172224","hg19","regulates","MSX1 regulates NGFR","MSX1","Metatargetome","false","regulates","MSX1 regulates NGFR","29","NGFR"
"172225","hg19","regulates","MSX1 regulates LUZP1","MSX1","Metatargetome","false","regulates","MSX1 regulates LUZP1","29","LUZP1"
"172226","hg19","regulates","MSX1 regulates LRRTM1","MSX1","Metatargetome","false","regulates","MSX1 regulates LRRTM1","29","LRRTM1"
"172227","hg19","regulates","MSX1 regulates KLF7","MSX1","Metatargetome","false","regulates","MSX1 regulates KLF7","29","KLF7"
"172228","hg19","regulates","MSX1 regulates KLF13","MSX1","Metatargetome","false","regulates","MSX1 regulates KLF13","29","KLF13"
"172229","hg19","regulates","MSX1 regulates KCNC1","MSX1","Metatargetome","false","regulates","MSX1 regulates KCNC1","29","KCNC1"
"172230","hg19","regulates","MSX1 regulates FOXC1","MSX1","Metatargetome","false","regulates","MSX1 regulates FOXC1","29","FOXC1"
"172231","hg19","regulates","MSX1 regulates FGF6","MSX1","Metatargetome","false","regulates","MSX1 regulates FGF6","29","FGF6"
"172232","hg19","regulates","MSX1 regulates ECEL1","MSX1","Metatargetome","false","regulates","MSX1 regulates ECEL1","29","ECEL1"
"172233","hg19","regulates","MSX1 regulates DIO2","MSX1","Metatargetome","false","regulates","MSX1 regulates DIO2","29","DIO2"
"172234","hg19","regulates","MSX1 regulates DCN","MSX1","Metatargetome","false","regulates","MSX1 regulates DCN","29","DCN"
"172235","hg19","regulates","MSX1 regulates CKM","MSX1","Metatargetome","false","regulates","MSX1 regulates CKM","29","CKM"
"172236","hg19","regulates","MSX1 regulates CDH6","MSX1","Metatargetome","false","regulates","MSX1 regulates CDH6","29","CDH6"
"172237","hg19","regulates","MSX1 regulates CACNA2D3","MSX1","Metatargetome","false","regulates","MSX1 regulates CACNA2D3","29","CACNA2D3"
"172238","hg19","regulates","MSX1 regulates AKT1","MSX1","Metatargetome","false","regulates","MSX1 regulates AKT1","29","AKT1"
"172239","hg19","regulates","MSX1 regulates ABCC3","MSX1","Metatargetome","false","regulates","MSX1 regulates ABCC3","29","ABCC3"
"172240","hg19","regulates","MSX1 regulates ZIC5","MSX1","Metatargetome","false","regulates","MSX1 regulates ZIC5","30","ZIC5"
"172241","hg19","regulates","MSX1 regulates ZEB1","MSX1","Metatargetome","false","regulates","MSX1 regulates ZEB1","30","ZEB1"
"172242","hg19","regulates","MSX1 regulates TRERF1","MSX1","Metatargetome","false","regulates","MSX1 regulates TRERF1","30","TRERF1"
"172243","hg19","regulates","MSX1 regulates TOB2","MSX1","Metatargetome","false","regulates","MSX1 regulates TOB2","30","TOB2"
"172244","hg19","regulates","MSX1 regulates TBX6","MSX1","Metatargetome","false","regulates","MSX1 regulates TBX6","30","TBX6"
"172245","hg19","regulates","MSX1 regulates SYT6","MSX1","Metatargetome","false","regulates","MSX1 regulates SYT6","30","SYT6"
"172246","hg19","regulates","MSX1 regulates SP8","MSX1","Metatargetome","false","regulates","MSX1 regulates SP8","30","SP8"
"172247","hg19","regulates","MSX1 regulates SOX5","MSX1","Metatargetome","false","regulates","MSX1 regulates SOX5","30","SOX5"
"172248","hg19","regulates","MSX1 regulates SNAP25","MSX1","Metatargetome","false","regulates","MSX1 regulates SNAP25","30","SNAP25"
"172249","hg19","regulates","MSX1 regulates RBMS1","MSX1","Metatargetome","false","regulates","MSX1 regulates RBMS1","30","RBMS1"
"172250","hg19","regulates","MSX1 regulates PRKAB1","MSX1","Metatargetome","false","regulates","MSX1 regulates PRKAB1","30","PRKAB1"
"172251","hg19","regulates","MSX1 regulates PKP3","MSX1","Metatargetome","false","regulates","MSX1 regulates PKP3","30","PKP3"
"172252","hg19","regulates","MSX1 regulates PIM1","MSX1","Metatargetome","false","regulates","MSX1 regulates PIM1","30","PIM1"
"172253","hg19","regulates","MSX1 regulates NHLH1","MSX1","Metatargetome","false","regulates","MSX1 regulates NHLH1","30","NHLH1"
"172254","hg19","regulates","MSX1 regulates NCOA3","MSX1","Metatargetome","false","regulates","MSX1 regulates NCOA3","30","NCOA3"
"172255","hg19","regulates","MSX1 regulates MAFB","MSX1","Metatargetome","false","regulates","MSX1 regulates MAFB","30","MAFB"
"172256","hg19","regulates","MSX1 regulates LRRN3","MSX1","Metatargetome","false","regulates","MSX1 regulates LRRN3","30","LRRN3"
"172257","hg19","regulates","MSX1 regulates LHX4","MSX1","Metatargetome","false","regulates","MSX1 regulates LHX4","30","LHX4"
"172258","hg19","regulates","MSX1 regulates LHX1","MSX1","Metatargetome","false","regulates","MSX1 regulates LHX1","30","LHX1"
"172259","hg19","regulates","MSX1 regulates LAPTM4B","MSX1","Metatargetome","false","regulates","MSX1 regulates LAPTM4B","30","LAPTM4B"
"172260","hg19","regulates","MSX1 regulates HOXD3","MSX1","Metatargetome","false","regulates","MSX1 regulates HOXD3","30","HOXD3"
"172261","hg19","regulates","MSX1 regulates HHEX","MSX1","Metatargetome","false","regulates","MSX1 regulates HHEX","30","HHEX"
"172262","hg19","regulates","MSX1 regulates HES7","MSX1","Metatargetome","false","regulates","MSX1 regulates HES7","30","HES7"
"172263","hg19","regulates","MSX1 regulates GSK3B","MSX1","Metatargetome","false","regulates","MSX1 regulates GSK3B","30","GSK3B"
"172264","hg19","regulates","MSX1 regulates GIT1","MSX1","Metatargetome","false","regulates","MSX1 regulates GIT1","30","GIT1"
"172265","hg19","regulates","MSX1 regulates FLRT3","MSX1","Metatargetome","false","regulates","MSX1 regulates FLRT3","30","FLRT3"
"172266","hg19","regulates","MSX1 regulates ELAVL4","MSX1","Metatargetome","false","regulates","MSX1 regulates ELAVL4","30","ELAVL4"
"172267","hg19","regulates","MSX1 regulates CACNB3","MSX1","Metatargetome","false","regulates","MSX1 regulates CACNB3","30","CACNB3"
"172268","hg19","regulates","MSX1 regulates ZFPM1","MSX1","Metatargetome","false","regulates","MSX1 regulates ZFPM1","31","ZFPM1"
"172269","hg19","regulates","MSX1 regulates ZFP36L2","MSX1","Metatargetome","false","regulates","MSX1 regulates ZFP36L2","31","ZFP36L2"
"172270","hg19","regulates","MSX1 regulates SSBP4","MSX1","Metatargetome","false","regulates","MSX1 regulates SSBP4","31","SSBP4"
"172271","hg19","regulates","MSX1 regulates SOX11","MSX1","Metatargetome","false","regulates","MSX1 regulates SOX11","31","SOX11"
"172272","hg19","regulates","MSX1 regulates SLC4A4","MSX1","Metatargetome","false","regulates","MSX1 regulates SLC4A4","31","SLC4A4"
"172273","hg19","regulates","MSX1 regulates SKI","MSX1","Metatargetome","false","regulates","MSX1 regulates SKI","31","SKI"
"172274","hg19","regulates","MSX1 regulates PPP1R1B","MSX1","Metatargetome","false","regulates","MSX1 regulates PPP1R1B","31","PPP1R1B"
"172275","hg19","regulates","MSX1 regulates MN1","MSX1","Metatargetome","false","regulates","MSX1 regulates MN1","31","MN1"
"172276","hg19","regulates","MSX1 regulates MECOM","MSX1","Metatargetome","false","regulates","MSX1 regulates MECOM","31","MECOM"
"172277","hg19","regulates","MSX1 regulates MAB21L1","MSX1","Metatargetome","false","regulates","MSX1 regulates MAB21L1","31","MAB21L1"
"172278","hg19","regulates","MSX1 regulates ITGB5","MSX1","Metatargetome","false","regulates","MSX1 regulates ITGB5","31","ITGB5"
"172279","hg19","regulates","MSX1 regulates INSM1","MSX1","Metatargetome","false","regulates","MSX1 regulates INSM1","31","INSM1"
"172280","hg19","regulates","MSX1 regulates FLNB","MSX1","Metatargetome","false","regulates","MSX1 regulates FLNB","31","FLNB"
"172281","hg19","regulates","MSX1 regulates FEN1","MSX1","Metatargetome","false","regulates","MSX1 regulates FEN1","31","FEN1"
"172282","hg19","regulates","MSX1 regulates ENC1","MSX1","Metatargetome","false","regulates","MSX1 regulates ENC1","31","ENC1"
"172283","hg19","regulates","MSX1 regulates CXCL14","MSX1","Metatargetome","false","regulates","MSX1 regulates CXCL14","31","CXCL14"
"172284","hg19","regulates","MSX1 regulates CTBP2","MSX1","Metatargetome","false","regulates","MSX1 regulates CTBP2","31","CTBP2"
"172285","hg19","regulates","MSX1 regulates CRMP1","MSX1","Metatargetome","false","regulates","MSX1 regulates CRMP1","31","CRMP1"
"172286","hg19","regulates","MSX1 regulates AQP3","MSX1","Metatargetome","false","regulates","MSX1 regulates AQP3","31","AQP3"
"172287","hg19","regulates","MSX1 regulates AMOT","MSX1","Metatargetome","false","regulates","MSX1 regulates AMOT","31","AMOT"
"172288","hg19","regulates","MSX1 regulates SVIL","MSX1","Metatargetome","false","regulates","MSX1 regulates SVIL","32","SVIL"
"172289","hg19","regulates","MSX1 regulates STAC2","MSX1","Metatargetome","false","regulates","MSX1 regulates STAC2","32","STAC2"
"172290","hg19","regulates","MSX1 regulates SPTB","MSX1","Metatargetome","false","regulates","MSX1 regulates SPTB","32","SPTB"
"172291","hg19","regulates","MSX1 regulates SLC6A9","MSX1","Metatargetome","false","regulates","MSX1 regulates SLC6A9","32","SLC6A9"
"172292","hg19","regulates","MSX1 regulates PENK","MSX1","Metatargetome","false","regulates","MSX1 regulates PENK","32","PENK"
"172293","hg19","regulates","MSX1 regulates OSR2","MSX1","Metatargetome","false","regulates","MSX1 regulates OSR2","32","OSR2"
"172294","hg19","regulates","MSX1 regulates NRIP1","MSX1","Metatargetome","false","regulates","MSX1 regulates NRIP1","32","NRIP1"
"172295","hg19","regulates","MSX1 regulates MYF5","MSX1","Metatargetome","false","regulates","MSX1 regulates MYF5","32","MYF5"
"172296","hg19","regulates","MSX1 regulates MLLT3","MSX1","Metatargetome","false","regulates","MSX1 regulates MLLT3","32","MLLT3"
"172297","hg19","regulates","MSX1 regulates KRT23","MSX1","Metatargetome","false","regulates","MSX1 regulates KRT23","32","KRT23"
"172298","hg19","regulates","MSX1 regulates KLF6","MSX1","Metatargetome","false","regulates","MSX1 regulates KLF6","32","KLF6"
"172299","hg19","regulates","MSX1 regulates HES1","MSX1","Metatargetome","false","regulates","MSX1 regulates HES1","32","HES1"
"172300","hg19","regulates","MSX1 regulates HDAC9","MSX1","Metatargetome","false","regulates","MSX1 regulates HDAC9","32","HDAC9"
"172301","hg19","regulates","MSX1 regulates GNB3","MSX1","Metatargetome","false","regulates","MSX1 regulates GNB3","32","GNB3"
"172302","hg19","regulates","MSX1 regulates ESR1","MSX1","Metatargetome","false","regulates","MSX1 regulates ESR1","32","ESR1"
"172303","hg19","regulates","MSX1 regulates DAB2","MSX1","Metatargetome","false","regulates","MSX1 regulates DAB2","32","DAB2"
"172304","hg19","regulates","MSX1 regulates COL11A2","MSX1","Metatargetome","false","regulates","MSX1 regulates COL11A2","32","COL11A2"
"172305","hg19","regulates","MSX1 regulates CDK5","MSX1","Metatargetome","false","regulates","MSX1 regulates CDK5","32","CDK5"
"172306","hg19","regulates","MSX1 regulates CDC42EP3","MSX1","Metatargetome","false","regulates","MSX1 regulates CDC42EP3","32","CDC42EP3"
"172307","hg19","regulates","MSX1 regulates BMP10","MSX1","Metatargetome","false","regulates","MSX1 regulates BMP10","32","BMP10"
"172308","hg19","regulates","MSX1 regulates ASCL2","MSX1","Metatargetome","false","regulates","MSX1 regulates ASCL2","32","ASCL2"
"172309","hg19","regulates","MSX1 regulates ARHGEF10L","MSX1","Metatargetome","false","regulates","MSX1 regulates ARHGEF10L","32","ARHGEF10L"
"172310","hg19","regulates","MSX1 regulates WNT7A","MSX1","Metatargetome","false","regulates","MSX1 regulates WNT7A","33","WNT7A"
"172311","hg19","regulates","MSX1 regulates RREB1","MSX1","Metatargetome","false","regulates","MSX1 regulates RREB1","33","RREB1"
"172312","hg19","regulates","MSX1 regulates RARG","MSX1","Metatargetome","false","regulates","MSX1 regulates RARG","33","RARG"
"172313","hg19","regulates","MSX1 regulates PHF21A","MSX1","Metatargetome","false","regulates","MSX1 regulates PHF21A","33","PHF21A"
"172314","hg19","regulates","MSX1 regulates PABPC1","MSX1","Metatargetome","false","regulates","MSX1 regulates PABPC1","33","PABPC1"
"172315","hg19","regulates","MSX1 regulates NXPH4","MSX1","Metatargetome","false","regulates","MSX1 regulates NXPH4","33","NXPH4"
"172316","hg19","regulates","MSX1 regulates NKX2-3","MSX1","Metatargetome","false","regulates","MSX1 regulates NKX2-3","33","NKX2-3"
"172317","hg19","regulates","MSX1 regulates NCK1","MSX1","Metatargetome","false","regulates","MSX1 regulates NCK1","33","NCK1"
"172318","hg19","regulates","MSX1 regulates MID1","MSX1","Metatargetome","false","regulates","MSX1 regulates MID1","33","MID1"
"172319","hg19","regulates","MSX1 regulates KCND2","MSX1","Metatargetome","false","regulates","MSX1 regulates KCND2","33","KCND2"
"172320","hg19","regulates","MSX1 regulates GNG8","MSX1","Metatargetome","false","regulates","MSX1 regulates GNG8","33","GNG8"
"172321","hg19","regulates","MSX1 regulates CYLD","MSX1","Metatargetome","false","regulates","MSX1 regulates CYLD","33","CYLD"
"172322","hg19","regulates","MSX1 regulates CHAT","MSX1","Metatargetome","false","regulates","MSX1 regulates CHAT","33","CHAT"
"172323","hg19","regulates","MSX1 regulates AP1S2","MSX1","Metatargetome","false","regulates","MSX1 regulates AP1S2","33","AP1S2"
"172324","hg19","regulates","MSX1 regulates AKAP1","MSX1","Metatargetome","false","regulates","MSX1 regulates AKAP1","33","AKAP1"
"172325","hg19","regulates","MSX1 regulates TEF","MSX1","Metatargetome","false","regulates","MSX1 regulates TEF","34","TEF"
"172326","hg19","regulates","MSX1 regulates SP7","MSX1","Metatargetome","false","regulates","MSX1 regulates SP7","34","SP7"
"172327","hg19","regulates","MSX1 regulates SOCS2","MSX1","Metatargetome","false","regulates","MSX1 regulates SOCS2","34","SOCS2"
"172328","hg19","regulates","MSX1 regulates PPM1E","MSX1","Metatargetome","false","regulates","MSX1 regulates PPM1E","34","PPM1E"
"172329","hg19","regulates","MSX1 regulates NRXN1","MSX1","Metatargetome","false","regulates","MSX1 regulates NRXN1","34","NRXN1"
"172330","hg19","regulates","MSX1 regulates NR2F1","MSX1","Metatargetome","false","regulates","MSX1 regulates NR2F1","34","NR2F1"
"172331","hg19","regulates","MSX1 regulates NPTX1","MSX1","Metatargetome","false","regulates","MSX1 regulates NPTX1","34","NPTX1"
"172332","hg19","regulates","MSX1 regulates NLGN2","MSX1","Metatargetome","false","regulates","MSX1 regulates NLGN2","34","NLGN2"
"172333","hg19","regulates","MSX1 regulates NKX2-1","MSX1","Metatargetome","false","regulates","MSX1 regulates NKX2-1","34","NKX2-1"
"172334","hg19","regulates","MSX1 regulates MAPT","MSX1","Metatargetome","false","regulates","MSX1 regulates MAPT","34","MAPT"
"172335","hg19","regulates","MSX1 regulates MAPKAPK2","MSX1","Metatargetome","false","regulates","MSX1 regulates MAPKAPK2","34","MAPKAPK2"
"172336","hg19","regulates","MSX1 regulates LMX1A","MSX1","Metatargetome","false","regulates","MSX1 regulates LMX1A","34","LMX1A"
"172337","hg19","regulates","MSX1 regulates LHX3","MSX1","Metatargetome","false","regulates","MSX1 regulates LHX3","34","LHX3"
"172338","hg19","regulates","MSX1 regulates IGF2BP2","MSX1","Metatargetome","false","regulates","MSX1 regulates IGF2BP2","34","IGF2BP2"
"172339","hg19","regulates","MSX1 regulates ID3","MSX1","Metatargetome","false","regulates","MSX1 regulates ID3","34","ID3"
"172340","hg19","regulates","MSX1 regulates FOXO1","MSX1","Metatargetome","false","regulates","MSX1 regulates FOXO1","34","FOXO1"
"172341","hg19","regulates","MSX1 regulates FOXF2","MSX1","Metatargetome","false","regulates","MSX1 regulates FOXF2","34","FOXF2"
"172342","hg19","regulates","MSX1 regulates EPHA2","MSX1","Metatargetome","false","regulates","MSX1 regulates EPHA2","34","EPHA2"
"172343","hg19","regulates","MSX1 regulates DAAM1","MSX1","Metatargetome","false","regulates","MSX1 regulates DAAM1","34","DAAM1"
"172344","hg19","regulates","MSX1 regulates ASCL1","MSX1","Metatargetome","false","regulates","MSX1 regulates ASCL1","34","ASCL1"
"172345","hg19","regulates","MSX1 regulates ACVR1","MSX1","Metatargetome","false","regulates","MSX1 regulates ACVR1","34","ACVR1"
"172346","hg19","regulates","MSX1 regulates ZEB2","MSX1","Metatargetome","false","regulates","MSX1 regulates ZEB2","35","ZEB2"
"172347","hg19","regulates","MSX1 regulates WNT8B","MSX1","Metatargetome","false","regulates","MSX1 regulates WNT8B","35","WNT8B"
"172348","hg19","regulates","MSX1 regulates TNFRSF19","MSX1","Metatargetome","false","regulates","MSX1 regulates TNFRSF19","35","TNFRSF19"
"172349","hg19","regulates","MSX1 regulates REST","MSX1","Metatargetome","false","regulates","MSX1 regulates REST","35","REST"
"172350","hg19","regulates","MSX1 regulates PROM1","MSX1","Metatargetome","false","regulates","MSX1 regulates PROM1","35","PROM1"
"172351","hg19","regulates","MSX1 regulates NXPH1","MSX1","Metatargetome","false","regulates","MSX1 regulates NXPH1","35","NXPH1"
"172352","hg19","regulates","MSX1 regulates NRXN3","MSX1","Metatargetome","false","regulates","MSX1 regulates NRXN3","35","NRXN3"
"172353","hg19","regulates","MSX1 regulates NOTCH2","MSX1","Metatargetome","false","regulates","MSX1 regulates NOTCH2","35","NOTCH2"
"172354","hg19","regulates","MSX1 regulates MNX1","MSX1","Metatargetome","false","regulates","MSX1 regulates MNX1","35","MNX1"
"172355","hg19","regulates","MSX1 regulates MDGA1","MSX1","Metatargetome","false","regulates","MSX1 regulates MDGA1","35","MDGA1"
"172356","hg19","regulates","MSX1 regulates FOSL1","MSX1","Metatargetome","false","regulates","MSX1 regulates FOSL1","35","FOSL1"
"172357","hg19","regulates","MSX1 regulates EFNB3","MSX1","Metatargetome","false","regulates","MSX1 regulates EFNB3","35","EFNB3"
"172358","hg19","regulates","MSX1 regulates DYRK1A","MSX1","Metatargetome","false","regulates","MSX1 regulates DYRK1A","35","DYRK1A"
"172359","hg19","regulates","MSX1 regulates CHRNA4","MSX1","Metatargetome","false","regulates","MSX1 regulates CHRNA4","35","CHRNA4"
"172360","hg19","regulates","MSX1 regulates BMP7","MSX1","Metatargetome","false","regulates","MSX1 regulates BMP7","35","BMP7"
"172361","hg19","regulates","MSX1 regulates ADAM12","MSX1","Metatargetome","false","regulates","MSX1 regulates ADAM12","35","ADAM12"
"172362","hg19","regulates","MSX1 regulates SCNN1A","MSX1","Metatargetome","false","regulates","MSX1 regulates SCNN1A","36","SCNN1A"
"172363","hg19","regulates","MSX1 regulates RFX4","MSX1","Metatargetome","false","regulates","MSX1 regulates RFX4","36","RFX4"
"172364","hg19","regulates","MSX1 regulates RARA","MSX1","Metatargetome","false","regulates","MSX1 regulates RARA","36","RARA"
"172365","hg19","regulates","MSX1 regulates PRDM16","MSX1","Metatargetome","false","regulates","MSX1 regulates PRDM16","36","PRDM16"
"172366","hg19","regulates","MSX1 regulates POU3F4","MSX1","Metatargetome","false","regulates","MSX1 regulates POU3F4","36","POU3F4"
"172367","hg19","regulates","MSX1 regulates NR4A2","MSX1","Metatargetome","false","regulates","MSX1 regulates NR4A2","36","NR4A2"
"172368","hg19","regulates","MSX1 regulates NR2E1","MSX1","Metatargetome","false","regulates","MSX1 regulates NR2E1","36","NR2E1"
"172369","hg19","regulates","MSX1 regulates NFIB","MSX1","Metatargetome","false","regulates","MSX1 regulates NFIB","36","NFIB"
"172370","hg19","regulates","MSX1 regulates NFIA","MSX1","Metatargetome","false","regulates","MSX1 regulates NFIA","36","NFIA"
"172371","hg19","regulates","MSX1 regulates KL","MSX1","Metatargetome","false","regulates","MSX1 regulates KL","36","KL"
"172372","hg19","regulates","MSX1 regulates GATA4","MSX1","Metatargetome","false","regulates","MSX1 regulates GATA4","36","GATA4"
"172373","hg19","regulates","MSX1 regulates COL13A1","MSX1","Metatargetome","false","regulates","MSX1 regulates COL13A1","36","COL13A1"
"172374","hg19","regulates","MSX1 regulates CEBPB","MSX1","Metatargetome","false","regulates","MSX1 regulates CEBPB","36","CEBPB"
"172375","hg19","regulates","MSX1 regulates ADCYAP1","MSX1","Metatargetome","false","regulates","MSX1 regulates ADCYAP1","36","ADCYAP1"
"172376","hg19","regulates","MSX1 regulates SSBP3","MSX1","Metatargetome","false","regulates","MSX1 regulates SSBP3","37","SSBP3"
"172377","hg19","regulates","MSX1 regulates SPTBN1","MSX1","Metatargetome","false","regulates","MSX1 regulates SPTBN1","37","SPTBN1"
"172378","hg19","regulates","MSX1 regulates RHOB","MSX1","Metatargetome","false","regulates","MSX1 regulates RHOB","37","RHOB"
"172379","hg19","regulates","MSX1 regulates PRKG1","MSX1","Metatargetome","false","regulates","MSX1 regulates PRKG1","37","PRKG1"
"172380","hg19","regulates","MSX1 regulates POU6F2","MSX1","Metatargetome","false","regulates","MSX1 regulates POU6F2","37","POU6F2"
"172381","hg19","regulates","MSX1 regulates POU3F1","MSX1","Metatargetome","false","regulates","MSX1 regulates POU3F1","37","POU3F1"
"172382","hg19","regulates","MSX1 regulates OGT","MSX1","Metatargetome","false","regulates","MSX1 regulates OGT","37","OGT"
"172383","hg19","regulates","MSX1 regulates NR5A1","MSX1","Metatargetome","false","regulates","MSX1 regulates NR5A1","37","NR5A1"
"172384","hg19","regulates","MSX1 regulates LHX9","MSX1","Metatargetome","false","regulates","MSX1 regulates LHX9","37","LHX9"
"172385","hg19","regulates","MSX1 regulates KLF12","MSX1","Metatargetome","false","regulates","MSX1 regulates KLF12","37","KLF12"
"172386","hg19","regulates","MSX1 regulates HAND2","MSX1","Metatargetome","false","regulates","MSX1 regulates HAND2","37","HAND2"
"172387","hg19","regulates","MSX1 regulates CHD3","MSX1","Metatargetome","false","regulates","MSX1 regulates CHD3","37","CHD3"
"172388","hg19","regulates","MSX1 regulates CDH3","MSX1","Metatargetome","false","regulates","MSX1 regulates CDH3","37","CDH3"
"172389","hg19","regulates","MSX1 regulates ATP6V1B1","MSX1","Metatargetome","false","regulates","MSX1 regulates ATP6V1B1","37","ATP6V1B1"
"172390","hg19","regulates","MSX1 regulates ACCN2","MSX1","Metatargetome","false","regulates","MSX1 regulates ACCN2","37","ACCN2"
"172391","hg19","regulates","MSX1 regulates WNT1","MSX1","Metatargetome","false","regulates","MSX1 regulates WNT1","38","WNT1"
"172392","hg19","regulates","MSX1 regulates TRIB2","MSX1","Metatargetome","false","regulates","MSX1 regulates TRIB2","38","TRIB2"
"172393","hg19","regulates","MSX1 regulates TNNT3","MSX1","Metatargetome","false","regulates","MSX1 regulates TNNT3","38","TNNT3"
"172394","hg19","regulates","MSX1 regulates TBL1X","MSX1","Metatargetome","false","regulates","MSX1 regulates TBL1X","38","TBL1X"
"172395","hg19","regulates","MSX1 regulates SYT1","MSX1","Metatargetome","false","regulates","MSX1 regulates SYT1","38","SYT1"
"172396","hg19","regulates","MSX1 regulates SSTR5","MSX1","Metatargetome","false","regulates","MSX1 regulates SSTR5","38","SSTR5"
"172397","hg19","regulates","MSX1 regulates SMAD3","MSX1","Metatargetome","false","regulates","MSX1 regulates SMAD3","38","SMAD3"
"172398","hg19","regulates","MSX1 regulates NPAS1","MSX1","Metatargetome","false","regulates","MSX1 regulates NPAS1","38","NPAS1"
"172399","hg19","regulates","MSX1 regulates NCOA2","MSX1","Metatargetome","false","regulates","MSX1 regulates NCOA2","38","NCOA2"
"172400","hg19","regulates","MSX1 regulates LHX6","MSX1","Metatargetome","false","regulates","MSX1 regulates LHX6","38","LHX6"
"172401","hg19","regulates","MSX1 regulates KLF4","MSX1","Metatargetome","false","regulates","MSX1 regulates KLF4","38","KLF4"
"172402","hg19","regulates","MSX1 regulates IL1RAPL1","MSX1","Metatargetome","false","regulates","MSX1 regulates IL1RAPL1","38","IL1RAPL1"
"172403","hg19","regulates","MSX1 regulates HOXC12","MSX1","Metatargetome","false","regulates","MSX1 regulates HOXC12","38","HOXC12"
"172404","hg19","regulates","MSX1 regulates GPR3","MSX1","Metatargetome","false","regulates","MSX1 regulates GPR3","38","GPR3"
"172405","hg19","regulates","MSX1 regulates ELMO1","MSX1","Metatargetome","false","regulates","MSX1 regulates ELMO1","38","ELMO1"
